Data a almacenar [x,y]:
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1497.524,:468.935
-2224.805,?924.840
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1801.547,=771.161
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2758.504,:606.662
-406.194,1563.600
-4070.870,?687.927
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2730.578,9019.217
-317.448,1056.853
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-424.750,733.377
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3510.443,6486.508
Inf,Inf
-3089.297,5840.830
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1835.534,3750.415
-4969.881,:196.826
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3996.513,8534.063
-790.930,1696.154
-409.368,885.447
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6160.684,=596.919
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4296.180,9523.291
-1296.730,2872.358
-1193.554,2638.057
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-86.151,188.770
-6341.673,=795.717
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5033.647,:450.396
-1374.570,2835.931
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3023.800,5875.005
-2479.275,4715.447
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-728.593,1296.845
-4848.055,8525.457
-552.531,955.207
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6961.635,:530.355
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2220.367,5539.045
-4902.281,<048.347
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4308.974,9360.312
Inf,Inf
Inf,Inf
Inf,Inf
-3363.620,-1451.649
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:795.341,8963.458
-4014.766,3304.004
-3147.581,2544.599
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7357.443,5469.102
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;612.730,7645.376
-4585.872,2955.038
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4481.930,1372.937
-<020.792,3411.458
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1585.818,308.251
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->221.734,4094.810
Inf,Inf
-5206.124,1630.565
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;317.792,3938.504
-3213.598,1133.065
-:195.345,3657.365
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8088.193,3082.012
-74.172,28.611
-7115.630,2758.185
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;163.970,4355.458
-3175.816,1235.007
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8711.266,3243.478
-675.096,248.847
-74.786,26.966
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<186.157,3754.772
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9882.687,2489.811
-1446.400,347.250
-452.946,98.344
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6057.066,683.423
-5370.549,1527.308
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3326.674,<442.458
Inf,Inf
-3368.566,<696.224
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3010.458,<259.278
-685.151,2813.270
-2750.892,;268.583
-49.374,201.540
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2355.815,8859.638
-20.156,76.902
-1750.532,6768.804
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-85.330,324.467
-122.280,447.079
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-525.256,3998.144
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2790.722,:730.541
Inf,Inf
-2364.431,9122.050
Inf,Inf
Inf,Inf
Inf,Inf
-623.130,2034.198
-3135.738,:367.667
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1738.236,2930.800
-6168.825,:571.231
-1826.556,3175.676
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5000.509,9318.588
-938.226,1765.709
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3782.041,7642.932
-7035.653,>316.072
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2677.978,5759.338
-2447.655,5301.768
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4886.958,:801.413
-875.919,1938.819
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3717.187,8239.846
Inf,Inf
-138.379,305.632
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6345.775,=934.603
-2489.481,5423.424
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1633.216,3421.706
-4734.365,9884.149
-1535.981,3184.418
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7361.987,>438.980
-3490.563,6786.438
-2598.411,4942.037
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1130.412,1951.780
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8534.689,=324.497
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4749.749,;971.691
Inf,Inf
-906.117,2204.546
Inf,Inf
Inf,Inf
Inf,Inf
-3947.621,8681.078
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3817.097,3141.330
-9976.010,8146.208
-3545.743,2866.486
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<597.455,8244.526
-5561.060,3568.425
-<110.289,7581.131
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9732.695,4753.526
-2160.459,1006.721
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7923.814,2786.530
Inf,Inf
Inf,Inf
-6536.314,1625.900
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=414.883,2509.013
-4848.512,964.428
-<721.038,2714.820
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2778.717,814.034
-:128.457,3042.296
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7279.162,2687.681
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4249.489,1652.536
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2458.728,960.008
-9491.489,3711.913
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7623.894,2862.312
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;819.182,3641.701
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:008.182,2515.623
-1571.069,376.274
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1763.449,6765.450
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2781.248,;392.932
-780.359,3185.303
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3706.676,=267.439
-1542.834,5499.171
-3859.450,=756.354
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1364.507,5282.101
-2911.554,;360.331
-655.998,2556.682
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2564.839,9731.167
-215.551,819.630
Inf,Inf
Inf,Inf
Inf,Inf
-1829.932,7012.674
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-907.964,6286.267
-1773.895,<498.242
Inf,Inf
Inf,Inf
-93.524,713.395
Inf,Inf
-1469.476,;232.789
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2114.153,8129.081
-630.818,2430.987
-405.768,1563.711
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2906.854,4916.444
-6669.305,;464.763
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6223.601,;567.546
-1843.867,3458.703
-5639.290,:718.527
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-983.214,2029.918
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3885.678,8303.286
-520.454,1116.118
-3914.658,8431.000
-355.653,769.263
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2725.320,6019.276
-2985.692,6603.930
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2508.083,5555.595
-5938.633,=135.420
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1531.945,3327.818
-1381.111,2974.500
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4297.737,9099.641
Inf,Inf
-314.525,647.111
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5002.992,9025.638
-978.900,1743.488
-808.894,1398.402
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8240.944,<904.606
Inf,Inf
-7979.380,<005.670
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2661.610,6603.265
-5503.204,=462.099
Inf,Inf
Inf,Inf
Inf,Inf
-5376.288,;687.209
Inf,Inf
Inf,Inf
Inf,Inf
->187.338,-6090.777
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1341.994,1113.033
-856.063,696.324
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<205.654,9244.675
-5190.666,3878.259
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:747.780,7096.953
Inf,Inf
-:141.747,6383.511
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8893.261,4709.981
-1439.020,734.206
-8452.816,4165.601
-766.328,361.935
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6198.439,1887.661
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4473.339,882.195
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2409.819,707.392
-:006.686,3002.745
-2033.005,627.012
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-800.039,279.630
-8029.017,2872.827
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=431.079,5235.716
-5438.989,2125.359
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3647.945,1433.517
-;279.613,4411.208
-3175.816,1235.007
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9096.657,3308.103
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6919.158,2156.734
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<998.999,3218.430
-4936.175,1163.736
-<452.990,2742.953
-4340.110,895.337
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-545.642,2040.816
Inf,Inf
-577.228,2180.386
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2341.495,9523.888
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2771.323,9940.415
-1194.744,4267.409
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3139.003,;962.512
-920.168,3546.057
-2978.275,;607.503
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2108.120,7998.345
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1797.613,6888.821
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-759.050,5789.957
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-888.018,3422.160
-2878.291,;104.537
-728.032,2802.479
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1218.619,3993.715
-3936.721,=067.381
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4648.548,7901.521
-168.066,290.368
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-37.456,70.122
-3984.927,7539.138
-96.063,183.923
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3617.703,7295.807
-6862.473,=973.313
-2960.900,6049.795
-6753.090,=884.304
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5572.593,<036.054
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5490.407,<073.766
-1674.452,3684.896
-5147.667,;385.914
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4825.452,:688.745
-1244.063,2755.695
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3487.817,7358.785
-89.126,187.383
-3685.870,7689.773
-6670.806,=781.958
-3289.317,6744.101
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6526.979,<853.216
Inf,Inf
-1642.766,3130.667
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4814.457,8691.096
-916.235,1631.877
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8255.015,<895.609
Inf,Inf
-7979.380,<005.670
-3494.194,5150.005
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-922.387,2609.263
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3975.254,:075.651
-884.430,2213.335
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2187.880,-945.647
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4309.333,3550.367
-:372.588,8470.045
-3744.824,3027.429
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9118.066,6961.047
Inf,Inf
-8809.870,6518.959
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=004.440,6220.221
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;719.802,3949.844
-3743.200,1162.295
-;399.795,3255.385
-3052.617,783.246
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:407.747,1876.165
-2214.177,429.765
-:105.545,2090.458
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8823.987,2486.023
-813.447,237.820
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->819.358,5170.620
Inf,Inf
->514.135,5264.789
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<244.983,4754.127
-4485.700,1751.438
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;155.636,4376.760
-3410.047,1338.958
-3054.896,1192.781
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9549.011,3561.326
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-?190.814,4867.187
-7406.702,2313.135
->780.777,4461.701
-6830.164,2009.013
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=633.920,3316.502
Inf,Inf
-=199.831,2922.556
-4965.229,1032.768
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;751.526,1566.682
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-826.842,3158.051
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2676.440,:759.615
-1387.781,5540.333
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3641.343,=019.888
-1751.994,6238.143
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3597.568,=694.851
-1304.596,5033.172
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1649.693,6265.974
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-794.895,3049.605
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-19.968,76.951
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1035.524,3380.451
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3611.746,6135.354
-3589.462,6296.190
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3020.075,5732.630
-7029.318,=458.356
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6587.656,=395.261
-2792.095,5704.888
-6469.530,=310.536
-2417.492,5033.011
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5825.181,<483.254
Inf,Inf
-2286.699,4953.128
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1722.220,3803.781
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1612.735,3572.333
-4878.119,:805.407
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4726.581,:311.857
-996.104,2165.374
-4703.809,:181.434
-1220.112,2625.880
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3869.369,8027.627
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6356.525,<509.099
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5889.095,:583.334
Inf,Inf
-5772.334,:061.240
-1585.415,2723.675
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-459.058,712.405
-5094.539,7775.087
-44.149,66.113
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5370.777,=515.477
-2565.905,6365.827
-2093.226,5037.944
Inf,Inf
Inf,Inf
Inf,Inf
-5400.794,;816.788
Inf,Inf
Inf,Inf
Inf,Inf
->417.505,-6203.566
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1549.777,1263.404
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-575.208,432.222
-64.035,47.113
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<599.703,8241.089
-5346.539,3428.712
-<329.381,7713.605
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;302.679,5903.404
-3958.323,1992.452
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:001.207,3437.592
-2273.184,716.732
-9912.729,2868.777
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9148.949,1644.094
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7561.467,2244.295
-?378.183,4696.998
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->095.570,4913.770
Inf,Inf
-6202.833,2276.822
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<614.922,4862.160
Inf,Inf
-<365.614,4797.082
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;392.731,4473.366
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9663.029,3621.871
-1635.077,605.239
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8347.663,2732.468
Inf,Inf
-?507.041,4713.249
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->629.875,3554.546
-6315.807,1447.238
-5970.465,1228.276
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5020.860,1351.207
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1924.875,7384.757
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3607.729,>353.030
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-297.506,1062.639
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-19.989,76.945
-2602.050,:118.280
-115.194,448.957
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1682.282,6389.755
Inf,Inf
-2486.660,9487.021
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1707.764,6515.404
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-940.993,6540.151
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1370.269,5280.610
-1147.625,4412.708
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2064.823,6813.500
-96.514,321.317
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6359.391,:904.626
-2267.895,3955.463
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6223.601,;567.546
Inf,Inf
-5803.003,;066.285
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5693.306,;552.826
Inf,Inf
Inf,Inf
Inf,Inf
